course,prof,gpa,% of A,% of B,section_,semester
EHRD 630,BAUMGARTNER L,3.727,82%,9%,700,2017 Fall
EHRD 636,WOODS C,4.000,100%,0%,600,2017 Fall
EHRD 638,ROUMELL E,4.000,100%,0%,700,2017 Fall
EHRD 643,ROUMELL E,4.000,100%,0%,700,2017 Fall
EHRD 651,WEBB-JOHNSON G,4.000,100%,0%,601,2017 Fall
EHRD 673,MARK C,4.000,100%,0%,700,2017 Fall
TCMG 272,SMITH B,3.740,78%,19%,500,2017 Fall
TCMG 272,MCDONALD B,3.687,84%,9%,501,2017 Fall
TCMG 274,WORKMAN M,3.720,88%,4%,598,2017 Fall
TCMG 274,CHANDLER J,3.551,72%,10%,599,2017 Fall
TCMG 303,WALKER D,3.838,90%,6%,500,2017 Fall
TCMG 308,WORKMAN M,3.904,90%,10%,700,2017 Fall
TCMG 402,MARK C,3.444,67%,19%,598,2017 Fall
TCMG 402,MARK C,3.263,47%,39%,599,2017 Fall
TCMG 412,CHANDLER J,3.606,73%,18%,700,2017 Fall
TCMG 476,MIKEAL A,3.461,46%,54%,500,2017 Fall
TCMG 485,CHANDLER J,3.705,78%,11%,500,2017 Fall
BEFB 472,WALICHOWSKI M,4.000,100%,0%,500,2017 Fall
BEFB 474,WALICHOWSKI M,4.000,100%,0%,500,2017 Fall
BEFB 482,OLAGUE R,4.000,100%,0%,500,2017 Fall
BIED 614,LARA-ALECIO R,4.000,100%,0%,699,2017 Fall
BIED 614,LARA-ALECIO R,4.000,100%,0%,700,2017 Fall
BIED 620,RIVERA H,4.000,100%,0%,600,2017 Fall
BIED 683,TONG F,4.000,100%,0%,602,2017 Fall
CPSY 602,OJEDA L,3.750,80%,15%,700,2017 Fall
CPSY 626,ELLIOTT T,3.500,62%,25%,600,2017 Fall
CPSY 631,MCCORD C,4.000,100%,0%,600,2017 Fall
CPSY 635,ELLIOTT T,4.000,100%,0%,600,2017 Fall
CPSY 636,RIDLEY C,3.875,88%,12%,600,2017 Fall
CPSY 639,CASTILLO L,3.656,66%,34%,700,2017 Fall
CPSY 664,MILLER A,4.000,100%,0%,600,2017 Fall
CPSY 666,OJEDA L,4.000,100%,0%,601,2017 Fall
CPSY 672,RIDLEY C,3.714,71%,29%,600,2017 Fall
CPSY 683,ELLIOTT T,4.000,100%,0%,643,2017 Fall
EDTC 613,SWEANY N,3.826,87%,9%,700,2017 Fall
EDTC 621,PEDERSEN S,4.000,100%,0%,700,2017 Fall
EDTC 641,PEDERSEN S,3.750,85%,5%,700,2017 Fall
EDTC 642,SWEANY N,3.954,95%,5%,700,2017 Fall
EDTC 654,SWEANY N,3.866,87%,13%,700,2017 Fall
EPFB 210,MONTAGUE M,3.444,53%,39%,500,2017 Fall
EPFB 210,MONTAGUE M,3.472,53%,42%,501,2017 Fall
EPSY 320,JUNTUNE J,3.700,85%,10%,500,2017 Fall
EPSY 320,JUNTUNE J,3.448,69%,21%,700,2017 Fall
EPSY 320,JUNTUNE J,3.545,77%,14%,701,2017 Fall
EPSY 320,SWEET K,3.285,62%,19%,702,2017 Fall
EPSY 321,WOODWARD R,3.111,33%,44%,500,2017 Fall
EPSY 430,WOODWARD R,3.387,57%,31%,500,2017 Fall
EPSY 432,RAMOS GARCIMARTIN H,3.500,64%,23%,500,2017 Fall
EPSY 432,RAMOS GARCIMARTIN H,3.448,73%,12%,700,2017 Fall
EPSY 435,RAMOS S,3.958,96%,4%,500,2017 Fall
EPSY 435,ETTEKAL I,3.421,58%,26%,501,2017 Fall
EPSY 435,RAMOS S,3.564,74%,15%,599,2017 Fall
EPSY 435,IHORN S,2.750,25%,42%,700,2017 Fall
EPSY 485,WOODWARD R,4.000,100%,0%,550,2017 Fall
EPSY 489,RAMOS GARCIMARTIN H,3.666,67%,33%,700,2017 Fall
EPSY 602,LIEW J,4.000,100%,0%,699,2017 Fall
EPSY 602,LIEW J,3.913,91%,9%,700,2017 Fall
EPSY 605,CASTRO OLIVO S,3.857,93%,0%,600,2017 Fall
EPSY 622,RAMOS S,4.000,100%,0%,699,2017 Fall
EPSY 622,RAMOS S,3.722,89%,6%,700,2017 Fall
EPSY 624,JUNTUNE J,3.916,92%,8%,700,2017 Fall
EPSY 625,YOON M,3.473,53%,42%,600,2017 Fall
EPSY 631,TONG F,4.000,100%,0%,699,2017 Fall
EPSY 633,STOUGH L,3.666,67%,33%,600,2017 Fall
EPSY 634,WOLTERING S,3.888,89%,11%,600,2017 Fall
EPSY 635,IHORN S,3.285,43%,43%,700,2017 Fall
EPSY 636,WOODWARD R,3.600,64%,32%,701,2017 Fall
EPSY 637,STOUGH L,3.700,80%,10%,600,2017 Fall
EPSY 640,LUO W,3.680,68%,32%,602,2017 Fall
EPSY 640,BAEK E,3.666,67%,33%,603,2017 Fall
EPSY 641,HALL R,4.000,100%,0%,600,2017 Fall
EPSY 642,THOMPSON C,3.478,74%,17%,600,2017 Fall
EPSY 646,JUNTUNE J,4.000,100%,0%,600,2017 Fall
EPSY 647,GAGNE J,3.909,91%,9%,600,2017 Fall
EPSY 651,YOON M,4.000,100%,0%,600,2017 Fall
EPSY 652,LUO W,3.875,88%,12%,600,2017 Fall
EPSY 653,KWOK O,3.923,92%,8%,600,2017 Fall
EPSY 673,WOLTERING S,3.285,62%,19%,700,2017 Fall
EPSY 682,RAE W,4.000,100%,0%,600,2017 Fall
INST 210,FOGARTY M,3.733,83%,13%,501,2017 Fall
INST 210,FOGARTY M,3.718,81%,12%,502,2017 Fall
INST 210,FOGARTY M,4.000,100%,0%,503,2017 Fall
INST 210,FOGARTY M,3.869,87%,13%,504,2017 Fall
INST 210,FOGARTY M,3.954,95%,5%,505,2017 Fall
INST 210,FOGARTY M,3.782,78%,22%,506,2017 Fall
INST 210,FOGARTY M,3.916,92%,8%,508,2017 Fall
INST 210,FOGARTY M,3.928,93%,7%,509,2017 Fall
INST 210,FOGARTY M,3.939,94%,6%,510,2017 Fall
INST 210,FOGARTY M,3.948,95%,5%,511,2017 Fall
INST 210,MONTAGUE M,3.310,45%,48%,700,2017 Fall
INST 301,WOODWARD R,2.964,39%,39%,500,2017 Fall
INST 301,RAMOS S,3.400,69%,15%,701,2017 Fall
SEFB 420,MONTAGUE M,3.833,83%,17%,900,2017 Fall
SEFB 430,BROWN-PAGE L,4.000,100%,0%,599,2017 Fall
SEFB 618,HEATH A,4.000,100%,0%,700,2017 Fall
SEFB 630,DICKEY M,3.666,83%,0%,702,2017 Fall
SPED 302,FOURNIER C,3.838,84%,16%,500,2017 Fall
SPED 310,BYRNS G,3.785,79%,21%,900,2017 Fall
SPED 311,FOURNIER C,3.900,90%,10%,500,2017 Fall
SPED 312,BYRNS G,3.642,68%,29%,500,2017 Fall
SPED 314,BILLINGS ASHCRAFT S,3.900,90%,10%,500,2017 Fall
SPED 414,GILSON C,3.700,70%,30%,500,2017 Fall
SPED 442,PERROTT L,4.000,100%,0%,500,2017 Fall
SPED 471,FOGARTY M,3.857,86%,14%,500,2017 Fall
SPED 609,DICKEY M,4.000,100%,0%,699,2017 Fall
SPED 609,DICKEY M,3.878,88%,12%,700,2017 Fall
SPED 618,THOMPSON J,4.000,100%,0%,600,2017 Fall
SPED 630,SMITH S,3.933,93%,7%,700,2017 Fall
SPED 632,LYNCH P,3.125,22%,68%,700,2017 Fall
SPSY 610,RAE W,3.888,89%,11%,600,2017 Fall
SPSY 611,RICCIO C,4.000,100%,0%,600,2017 Fall
SPSY 612,IHORN S,3.444,44%,56%,600,2017 Fall
SPSY 617,IHORN S,4.000,100%,0%,600,2017 Fall
SPSY 638,IHORN S,3.571,57%,43%,600,2017 Fall
SPSY 643,CASTRO OLIVO S,4.000,100%,0%,600,2017 Fall
ATTR 201,GREENWOOD L,3.944,94%,6%,500,2017 Fall
ATTR 652,GREENWOOD L,4.000,100%,0%,600,2017 Fall
ATTR 655,BOUCHER A,3.933,93%,7%,600,2017 Fall
ATTR 662,BOUCHER A,3.250,31%,62%,600,2017 Fall
ATTR 663,BOUCHER A,3.750,81%,12%,600,2017 Fall
ATTR 666,BOUCHER A,3.000,13%,73%,600,2017 Fall
ATTR 667,BOUCHER A,4.000,100%,0%,600,2017 Fall
ATTR 668,GREENWOOD L,3.500,50%,50%,600,2017 Fall
ATTR 669,GREENWOOD L,3.500,56%,38%,600,2017 Fall
ATTR 670,GREENWOOD L,3.133,20%,73%,600,2017 Fall
ATTR 673,GREENWOOD L,3.200,27%,67%,600,2017 Fall
DCED 160,BEDFORD D,3.533,73%,20%,500,2017 Fall
DCED 160,BERGERON C,3.562,62%,31%,501,2017 Fall
DCED 161,BEDFORD D,3.812,81%,19%,500,2017 Fall
DCED 162,BEDFORD D,3.928,93%,7%,500,2017 Fall
DCED 171,ARMSTRONG C,4.000,100%,0%,500,2017 Fall
DCED 171,ALVAREZ A,3.272,27%,73%,501,2017 Fall
DCED 172,ARMSTRONG C,3.941,94%,6%,500,2017 Fall
DCED 173,ARMSTRONG C,3.933,93%,7%,500,2017 Fall
DCED 202,BEDFORD D,3.782,83%,13%,500,2017 Fall
DCED 202,ALVAREZ A,3.879,91%,5%,595,2017 Fall
DCED 202,ALVAREZ A,3.783,88%,5%,596,2017 Fall
DCED 202,ARMSTRONG C,3.866,90%,8%,597,2017 Fall
DCED 202,BERGERON C,3.934,95%,3%,598,2017 Fall
DCED 202,BERGERON C,3.915,93%,5%,599,2017 Fall
DCED 303,POOLEY-DETWILER A,4.000,100%,0%,599,2017 Fall
DCED 306,POOLEY-DETWILER A,4.000,100%,0%,500,2017 Fall
DCED 402,BERGERON C,4.000,100%,0%,500,2017 Fall
HEFB 222,SHIPLEY M,3.647,82%,12%,501,2017 Fall
HEFB 324,WRIGHT N,3.833,83%,17%,500,2017 Fall
HEFB 324,WRIGHT N,3.166,50%,17%,501,2017 Fall
HEFB 325,LIU J,3.384,46%,46%,901,2017 Fall
HEFB 450,MCNEILL E,3.900,90%,10%,554,2017 Fall
HLTH 210,WARD S,3.676,75%,18%,501,2017 Fall
HLTH 210,HARVEY I,3.817,86%,11%,502,2017 Fall
HLTH 210,FEHR S,3.484,56%,37%,503,2017 Fall
HLTH 210,FEHR S,3.388,50%,41%,504,2017 Fall
HLTH 214,LIU J,3.230,46%,38%,599,2017 Fall
HLTH 216,VENABLE L,3.823,82%,18%,501,2017 Fall
HLTH 216,VENABLE L,3.705,71%,29%,502,2017 Fall
HLTH 216,VENABLE L,3.937,94%,6%,503,2017 Fall
HLTH 216,KNIFFIN D,3.588,65%,29%,504,2017 Fall
HLTH 216,KNIFFIN D,3.647,65%,35%,507,2017 Fall
HLTH 216,KNIFFIN D,3.555,56%,44%,508,2017 Fall
HLTH 221,SANDLIN M,3.937,94%,6%,503,2017 Fall
HLTH 222,RAHN R,3.857,86%,14%,500,2017 Fall
HLTH 231,SANDLIN M,3.772,80%,18%,502,2017 Fall
HLTH 231,NICKSIC H,3.550,62%,33%,503,2017 Fall
HLTH 231,BARRY A,3.710,78%,17%,599,2017 Fall
HLTH 236,GUIDRY J,3.475,50%,48%,500,2017 Fall
HLTH 236,GUIDRY J,3.431,45%,52%,501,2017 Fall
HLTH 236,BARRY A,3.673,74%,21%,599,2017 Fall
HLTH 240,SHIN S,3.115,50%,35%,501,2017 Fall
HLTH 240,SHIN S,3.629,70%,22%,502,2017 Fall
HLTH 240,SCHRADER K,3.000,28%,56%,503,2017 Fall
HLTH 240,SCHRADER K,2.769,15%,46%,504,2017 Fall
HLTH 240,MILLER P,2.533,27%,33%,505,2017 Fall
HLTH 240,MILLER P,2.684,26%,32%,506,2017 Fall
HLTH 240,MILLER P,3.272,50%,36%,507,2017 Fall
HLTH 240,JACKSON Z,3.653,65%,35%,508,2017 Fall
HLTH 240,JACKSON Z,3.545,59%,36%,509,2017 Fall
HLTH 285,RAHN R,4.000,100%,0%,501,2017 Fall
HLTH 285,GOMEZ D,4.000,100%,0%,502,2017 Fall
HLTH 285,AGNOR D,4.000,100%,0%,547,2017 Fall
HLTH 331,CLARK H,3.560,59%,38%,500,2017 Fall
HLTH 331,GILREATH T,3.981,98%,2%,501,2017 Fall
HLTH 331,GARNEY W,3.564,62%,33%,502,2017 Fall
HLTH 331,WIGFALL L,3.986,99%,1%,503,2017 Fall
HLTH 333,WYLIE W,3.000,23%,54%,500,2017 Fall
HLTH 334,FEHR S,3.846,85%,15%,501,2017 Fall
HLTH 334,JI Q,3.921,94%,4%,599,2017 Fall
HLTH 335,TISONE C,3.635,69%,26%,500,2017 Fall
HLTH 335,TISONE C,3.537,66%,24%,501,2017 Fall
HLTH 335,IDOKO E,3.949,97%,2%,598,2017 Fall
HLTH 335,LIN C,3.965,97%,3%,599,2017 Fall
HLTH 342,RAHN R,3.945,95%,5%,500,2017 Fall
HLTH 342,RAHN R,3.935,94%,6%,501,2017 Fall
HLTH 342,RUSSELL A,3.470,65%,24%,598,2017 Fall
HLTH 342,RUSSELL A,3.256,47%,39%,599,2017 Fall
HLTH 353,SANDLIN M,3.471,52%,44%,500,2017 Fall
HLTH 353,SANDLIN M,3.451,51%,43%,501,2017 Fall
HLTH 353,BARRY A,3.962,96%,4%,599,2017 Fall
HLTH 354,HANIK B,3.781,82%,15%,599,2017 Fall
HLTH 403,WYLIE W,3.435,49%,46%,500,2017 Fall
HLTH 403,WYLIE W,3.317,46%,39%,501,2017 Fall
HLTH 403,WYLIE W,3.052,37%,32%,502,2017 Fall
HLTH 403,BARRY A,3.355,51%,39%,599,2017 Fall
HLTH 407,TISONE C,3.946,96%,3%,500,2017 Fall
HLTH 407,TISONE C,3.965,97%,3%,501,2017 Fall
HLTH 410,RAHN R,3.777,78%,22%,500,2017 Fall
HLTH 410,FEHR S,3.771,77%,23%,501,2017 Fall
HLTH 410,APOSTOLOPOULOS Y,3.603,60%,40%,598,2017 Fall
HLTH 410,LEMKE M,3.491,61%,31%,599,2017 Fall
HLTH 415,MCNEILL E,3.823,82%,18%,501,2017 Fall
HLTH 415,MCNEILL E,3.511,56%,40%,502,2017 Fall
HLTH 415,MCNEILL E,3.404,45%,50%,503,2017 Fall
HLTH 421,MCNEILL E,3.160,40%,36%,501,2017 Fall
HLTH 421,MCNEILL E,2.958,17%,62%,502,2017 Fall
HLTH 425,SHIPLEY M,3.558,62%,32%,500,2017 Fall
HLTH 425,SHIPLEY M,3.478,57%,35%,501,2017 Fall
HLTH 425,SHIPLEY M,3.642,64%,36%,502,2017 Fall
HLTH 429,NICKSIC H,3.512,59%,36%,501,2017 Fall
HLTH 429,NICKSIC H,3.655,76%,14%,502,2017 Fall
HLTH 429,BROWN J,3.517,57%,40%,598,2017 Fall
HLTH 429,BROWN J,3.578,60%,39%,599,2017 Fall
HLTH 440,SHERMAN L,4.000,100%,0%,900,2017 Fall
HLTH 440,RAHN R,3.968,97%,3%,901,2017 Fall
HLTH 440,GUNNELS E,3.714,76%,19%,930,2017 Fall
HLTH 445,WARD S,3.926,93%,7%,500,2017 Fall
HLTH 445,WARD S,3.904,90%,10%,501,2017 Fall
HLTH 445,WARD S,3.904,90%,10%,502,2017 Fall
HLTH 482,BAETGE C,3.368,42%,53%,911,2017 Fall
HLTH 484,CLARK H,4.000,100%,0%,500,2017 Fall
HLTH 484,CLARK H,4.000,100%,0%,551,2017 Fall
HLTH 485,SANDLIN M,3.600,80%,0%,509,2017 Fall
HLTH 605,BARRY A,3.250,38%,50%,600,2017 Fall
HLTH 611,BARRY A,3.625,62%,38%,699,2017 Fall
HLTH 611,BARRY A,3.800,80%,20%,701,2017 Fall
HLTH 630,SHERMAN L,4.000,100%,0%,600,2017 Fall
HLTH 634,BAETGE C,4.000,100%,0%,699,2017 Fall
HLTH 634,BAETGE C,4.000,100%,0%,700,2017 Fall
HLTH 635,BAETGE C,3.500,50%,50%,700,2017 Fall
HLTH 639,HARVEY I,4.000,100%,0%,600,2017 Fall
HLTH 640,GREEN L,2.875,50%,12%,699,2017 Fall
HLTH 641,GREEN L,3.466,53%,40%,701,2017 Fall
HLTH 644,CHEN L,3.416,75%,8%,701,2017 Fall
HLTH 645,CHEN L,3.800,80%,20%,699,2017 Fall
HLTH 645,CHEN L,3.166,33%,50%,701,2017 Fall
HLTH 659,GOODSON P,3.900,90%,10%,600,2017 Fall
KINE 120,ZABILSKI C,3.518,67%,19%,002,2017 Fall
KINE 120,DIXON S,3.038,27%,62%,004,2017 Fall
KINE 120,ZABILSKI C,3.851,85%,15%,008,2017 Fall
KINE 120,SAFDARI S,3.416,62%,21%,016,2017 Fall
KINE 120,DANNENBAUM J,2.727,23%,55%,017,2017 Fall
KINE 120,MCGOWAN A,3.193,55%,23%,024,2017 Fall
KINE 120,MCGOWAN A,3.166,43%,33%,026,2017 Fall
KINE 120,SAFDARI S,3.566,73%,17%,027,2017 Fall
KINE 120,CHAPMAN D,3.666,79%,12%,033,2017 Fall
KINE 120,CHAPMAN D,3.689,72%,24%,034,2017 Fall
KINE 120,METZGER C,3.758,90%,3%,050,2017 Fall
KINE 120,METZGER C,3.733,87%,7%,051,2017 Fall
KINE 120,SAFDARI S,3.655,72%,21%,055,2017 Fall
KINE 120,NELSON C,3.095,52%,29%,801,2017 Fall
KINE 120,NELSON C,2.952,48%,33%,802,2017 Fall
KINE 120,ISENHART M,3.142,48%,29%,803,2017 Fall
KINE 120,ISENHART M,3.285,61%,21%,804,2017 Fall
KINE 120,COADY W,3.464,61%,25%,807,2017 Fall
KINE 120,COADY W,2.925,37%,30%,808,2017 Fall
KINE 120,ISENHART M,3.478,70%,22%,811,2017 Fall
KINE 120,SLAGEL K,3.375,59%,28%,812,2017 Fall
KINE 120,SLAGEL K,3.416,67%,17%,813,2017 Fall
KINE 120,THORNTON M,3.214,61%,21%,818,2017 Fall
KINE 120,THORNTON M,3.125,38%,44%,819,2017 Fall
KINE 120,NETHERLAND B,3.791,88%,4%,824,2017 Fall
KINE 120,NETHERLAND B,3.793,86%,7%,825,2017 Fall
KINE 120,NETHERLAND B,3.440,76%,4%,826,2017 Fall
KINE 120,NETHERLAND B,3.500,71%,18%,827,2017 Fall
KINE 120,POOLEY-DETWILER A,3.555,70%,22%,835,2017 Fall
KINE 120,WILLINGHAM K,3.733,77%,20%,836,2017 Fall
KINE 120,WILLINGHAM K,3.750,79%,18%,837,2017 Fall
KINE 120,WRIGHT M,3.222,33%,56%,843,2017 Fall
KINE 120,WRIGHT M,3.205,41%,44%,844,2017 Fall
KINE 120,WRIGHT M,3.125,47%,25%,845,2017 Fall
KINE 120,WRIGHT M,2.827,34%,41%,846,2017 Fall
KINE 120,BERTHOT P,2.793,41%,28%,847,2017 Fall
KINE 120,BERTHOT P,2.900,47%,23%,848,2017 Fall
KINE 120,SAFDARI S,3.800,80%,20%,850,2017 Fall
KINE 120,BIN MOHD,3.967,97%,3%,851,2017 Fall
KINE 120,BIN MOHD,4.000,100%,0%,853,2017 Fall
KINE 120,WRIGHT M,2.700,35%,20%,857,2017 Fall
KINE 120,WRIGHT M,2.520,44%,4%,858,2017 Fall
KINE 120,ALVAREZ A,3.785,82%,14%,872,2017 Fall
KINE 120,LOCKLEAR A,3.700,73%,23%,877,2017 Fall
KINE 120,SAFDARI S,3.629,74%,22%,880,2017 Fall
KINE 120,SAFDARI S,3.727,76%,21%,882,2017 Fall
KINE 121,COHEN L,3.125,53%,19%,501,2017 Fall
KINE 121,COHEN L,3.117,38%,41%,502,2017 Fall
KINE 121,TYSON L,3.315,55%,29%,503,2017 Fall
KINE 121,GOMEZ D,3.184,50%,26%,504,2017 Fall
KINE 121,TYSON L,2.914,34%,40%,505,2017 Fall
KINE 175,BEDFORD D,4.000,100%,0%,501,2017 Fall
KINE 198,MCGOWAN A,3.470,71%,18%,801,2017 Fall
KINE 198,WENZEL T,3.000,50%,33%,802,2017 Fall
KINE 198,THOMAS F,3.320,56%,32%,817,2017 Fall
KINE 198,THOMAS F,3.392,64%,18%,818,2017 Fall
KINE 198,CHAPMAN D,3.750,79%,16%,834,2017 Fall
KINE 198,MUCKLEROY M,3.343,59%,28%,835,2017 Fall
KINE 198,THORNTON M,3.395,74%,9%,841,2017 Fall
KINE 198,SPORTSMAN-DARNELL G,3.475,62%,30%,842,2017 Fall
KINE 198,GOMEZ D,3.777,94%,0%,901,2017 Fall
KINE 198,VALDEZ D,3.950,95%,5%,902,2017 Fall
KINE 198,LOCKLEAR A,3.363,45%,45%,903,2017 Fall
KINE 198,NETHERLAND B,3.944,94%,6%,904,2017 Fall
KINE 198,VALDEZ D,3.722,89%,6%,905,2017 Fall
KINE 198,BREKKEN K,3.777,94%,0%,908,2017 Fall
KINE 198,POOLEY-DETWILER A,4.000,100%,0%,909,2017 Fall
KINE 199,WAITE L,4.000,100%,0%,001,2017 Fall
KINE 199,TYSON L,3.736,74%,26%,002,2017 Fall
KINE 199,BREKKEN K,3.809,81%,19%,008,2017 Fall
KINE 199,DANNENBAUM J,3.720,88%,4%,014,2017 Fall
KINE 199,WENZEL T,3.760,76%,24%,015,2017 Fall
KINE 199,COHEN L,3.875,88%,12%,016,2017 Fall
KINE 199,BREKKEN K,3.888,93%,4%,017,2017 Fall
KINE 199,COADY W,4.000,100%,0%,022,2017 Fall
KINE 199,SPORTSMAN-DARNELL G,3.923,92%,8%,026,2017 Fall
KINE 199,SPORTSMAN-DARNELL G,3.642,92%,8%,027,2017 Fall
KINE 199,CHAPMAN D,3.800,80%,20%,028,2017 Fall
KINE 199,ZABILSKI C,3.666,67%,33%,033,2017 Fall
KINE 199,ZABILSKI C,3.941,94%,6%,034,2017 Fall
KINE 199,THOMAS F,3.777,78%,22%,044,2017 Fall
KINE 199,NELSON C,3.857,86%,14%,045,2017 Fall
KINE 199,NELSON C,4.000,100%,0%,046,2017 Fall
KINE 199,NELSON C,4.000,100%,0%,047,2017 Fall
KINE 199,NELSON C,4.000,100%,0%,048,2017 Fall
KINE 199,COADY W,3.272,70%,20%,050,2017 Fall
KINE 199,STIEGEL K,3.888,89%,11%,051,2017 Fall
KINE 199,COHEN L,3.909,91%,9%,052,2017 Fall
KINE 199,COADY W,3.142,67%,33%,054,2017 Fall
KINE 199,COADY W,3.500,89%,11%,055,2017 Fall
KINE 199,STIEGEL K,3.529,100%,0%,056,2017 Fall
KINE 199,STIEGEL K,3.857,93%,0%,057,2017 Fall
KINE 199,COHEN L,3.900,90%,10%,060,2017 Fall
KINE 199,AGNOR D,3.900,90%,10%,062,2017 Fall
KINE 199,SLAGEL K,4.000,100%,0%,066,2017 Fall
KINE 199,AGNOR D,4.000,100%,0%,068,2017 Fall
KINE 199,AGNOR D,4.000,100%,0%,069,2017 Fall
KINE 199,ISENHART M,3.533,93%,0%,070,2017 Fall
KINE 199,SPORTSMAN-DARNELL G,4.000,100%,0%,071,2017 Fall
KINE 199,THORNTON M,3.750,75%,25%,081,2017 Fall
KINE 199,HANIK M,3.695,91%,5%,083,2017 Fall
KINE 199,THORNTON M,2.750,71%,0%,084,2017 Fall
KINE 199,HANIK M,3.733,100%,0%,086,2017 Fall
KINE 199,HANIK M,4.000,100%,0%,087,2017 Fall
KINE 199,MARCUM T,4.000,100%,0%,089,2017 Fall
KINE 199,WENZEL T,4.000,100%,0%,094,2017 Fall
KINE 199,HERNANDEZ S,3.428,100%,0%,095,2017 Fall
KINE 199,HERNANDEZ S,4.000,100%,0%,096,2017 Fall
KINE 199,SCHAKEL D,3.727,73%,27%,101,2017 Fall
KINE 199,SCHAKEL D,3.666,67%,33%,102,2017 Fall
KINE 199,SCHAKEL D,3.800,80%,20%,103,2017 Fall
KINE 199,SCHAKEL D,3.800,80%,20%,104,2017 Fall
KINE 199,SCHAKEL D,4.000,100%,0%,105,2017 Fall
KINE 199,SCHAKEL D,4.000,100%,0%,108,2017 Fall
KINE 199,SCHAKEL D,3.800,80%,20%,115,2017 Fall
KINE 199,GRANADOS J,4.000,100%,0%,127,2017 Fall
KINE 199,LOCKLEAR A,4.000,100%,0%,130,2017 Fall
