SPAN 102,DIAZ SARDINAS L,3.64,68%,28%,501,2018 Spring
SPAN 102,SAINZ J,3.913,91%,9%,501,2019 Spring
SPAN 102,GAO Y,3.35,45%,45%,501,2020 Spring
SPAN 201,ARIZPE V,3.96,96%,4%,501,2017 Fall
SPAN 201,SERRANO-VINUELAS P,3.521,57%,39%,501,2018 Fall
SPAN 201,PARRY M,3.28,52%,32%,501,2019 Fall
SPAN 201,PARRY M,3.608,61%,39%,501,2020 Fall
SPAN 201,RUBI CORDOVI R,3.681,73%,23%,501,2017 Spring
SPAN 201,URIBE GUAJARDO A,3.761,86%,10%,501,2018 Spring
SPAN 201,YAGUE GONZALEZ D,3.615,88%,0%,501,2019 Spring
SPAN 201,JACOBO J,3.391,57%,35%,501,2020 Spring
SPAN 202,GALDO J,3.48,52%,44%,501,2017 Fall
SPAN 202,PEREZ-SMITH A,3.96,96%,4%,501,2018 Fall
SPAN 202,PEREZ-SMITH A,3.541,67%,29%,501,2019 Fall
SPAN 202,MINJAREZ S,3.5,67%,25%,501,2020 Fall
SPAN 202,ARIZPE V,3.7,70%,30%,501,2017 Spring
SPAN 202,ARIZPE V,3.947,95%,5%,501,2018 Spring
SPAN 202,CABRERA ORTEGA Y,3.944,94%,6%,501,2019 Spring
SPAN 202,DIAZ SARDINAS L,3.294,47%,35%,501,2020 Spring
SPAN 203,SERRANO-VINUELAS P,3.9,90%,10%,501,2020 Spring
SPAN 302,ALFONSO ENTRALGO Y,3.892,93%,4%,501,2017 Fall
SPAN 302,TIMMONS P,3.185,41%,37%,501,2018 Fall
SPAN 302,CURRY R,3.142,29%,57%,501,2019 Fall
SPAN 302,DIAZ SARDINAS L,3.423,46%,50%,501,2020 Fall
SPAN 304,PEREZ-SMITH A,3.708,75%,21%,501,2017 Fall
SPAN 304,ARIZPE V,4,100%,0%,501,2018 Fall
SPAN 304,MOYNA M,3.444,48%,48%,501,2019 Fall
SPAN 304,MOYNA M,3.714,75%,21%,501,2020 Fall
SPAN 304,ORTEGA-AGUILAR D,3.166,44%,33%,501,2017 Spring
SPAN 304,ORTEGA-AGUILAR D,3.32,56%,32%,501,2018 Spring
SPAN 304,ARIZPE N,3.964,96%,4%,501,2019 Spring
SPAN 304,ARIZPE V,3.964,96%,4%,501,2020 Spring
SPAN 306,ARIZPE V,3.96,96%,4%,501,2020 Fall
SPAN 312,MOREIRAS A,3.8,80%,20%,501,2017 Fall
SPAN 312,LAWO-SUKAM A,3.625,75%,19%,501,2017 Spring
SPAN 312,MILLER S,2.92,48%,20%,501,2019 Spring
SPAN 312,MILLER S,3.5,75%,12%,501,2020 Spring
SPMT 217,HUDSON S,2.49,9%,47%,501,2018 Spring
SPMT 217,HUDSON S,3.297,36%,57%,501,2020 Spring
SPMT 220,KEIPER P,3.586,70%,22%,501,2017 Fall
SPMT 220,KEIPER P,3.446,53%,38%,501,2018 Fall
SPMT 220,KEIPER P,3.12,44%,38%,501,2019 Fall
SPMT 220,KEIPER P,3.295,59%,23%,501,2020 Fall
SPMT 225,MILSTEIN S,3.764,85%,12%,501,2017 Fall
SPMT 225,MILSTEIN S,3.444,61%,31%,501,2018 Fall
SPMT 225,ZIMMER W,3.394,55%,29%,501,2019 Fall
SPMT 225,MILSTEIN S,3.738,81%,12%,501,2018 Spring
SPMT 225,ZIMMER W,3.595,74%,17%,501,2020 Spring
SPMT 260,HUDSON S,2.531,19%,39%,501,2020 Fall
SPMT 270,WALTEMYER D,3.044,39%,39%,501,2020 Fall
SPMT 321,BROWN S,3.321,54%,36%,501,2017 Fall
SPMT 321,PITTMAN A,2.75,17%,42%,501,2019 Fall
SPMT 333,WALTEMYER D,3.152,30%,59%,501,2017 Fall
SPMT 333,WALTEMYER D,3.324,41%,51%,501,2018 Fall
SPMT 333,WALTEMYER D,3.371,43%,51%,501,2019 Fall
SPMT 333,NITE K,3.233,47%,40%,501,2020 Fall
SPMT 333,KEIPER P,3.31,41%,52%,501,2018 Spring
SPMT 333,KEIPER P,3.115,46%,27%,501,2020 Spring
SPMT 421,BATISTA P,3.384,54%,31%,501,2017 Fall
SPMT 421,BATISTA P,3.142,37%,40%,501,2018 Fall
SPMT 421,BATISTA P,3,29%,43%,501,2019 Fall
SPMT 421,BATISTA P,3.025,42%,28%,501,2018 Spring
SPMT 421,BATISTA P,2.897,21%,49%,501,2020 Spring
SPMT 422,MILSTEIN S,3.15,55%,15%,501,2017 Fall
SPMT 422,PITTMAN A,3.272,45%,36%,501,2018 Fall
SPMT 422,PITTMAN A,2.88,16%,56%,501,2018 Spring
SPMT 422,PITTMAN A,3.615,73%,15%,501,2020 Spring
SPMT 484,HUDSON S,3.833,83%,17%,501,2017 Fall
SPMT 484,HUDSON S,3.166,80%,20%,501,2018 Fall
SPMT 484,HUDSON S,3.777,78%,22%,501,2019 Fall
SPMT 484,HUDSON S,3.823,88%,6%,501,2018 Spring
SPMT 484,HUDSON S,3.9,90%,10%,501,2020 Spring
STAT 201,MANDAL S,3.022,36%,39%,501,2017 Fall
STAT 201,PANTOJA K,3.237,40%,48%,501,2018 Fall
STAT 201,GHOSH P,3.394,51%,40%,501,2019 Fall
STAT 201,CUMMINGS S,3.05,41%,30%,501,2017 Spring
STAT 201,SULTAN M,3.212,45%,36%,501,2018 Spring
STAT 201,PANTOJA K,3.128,35%,48%,501,2019 Spring
STAT 201,ROITERCHTEIN A,3.14,33%,47%,501,2020 Spring
STAT 211,HATFIELD L,2.71,24%,35%,501,2017 Fall
STAT 211,HATFIELD L,2.883,26%,43%,501,2018 Fall
STAT 211,HATFIELD L,2.708,24%,34%,501,2019 Fall
STAT 211,ABURWEIS M,3.636,71%,24%,501,2020 Fall
STAT 211,HATFIELD L,2.648,16%,41%,501,2017 Spring
STAT 211,HATFIELD L,2.686,25%,37%,501,2018 Spring
STAT 211,HATFIELD L,2.598,19%,35%,501,2019 Spring
STAT 211,HATFIELD L,2.826,28%,41%,501,2020 Spring
STAT 212,POURAHMADI M,3.037,30%,49%,501,2017 Fall
STAT 212,POURAHMADI M,2.8,20%,49%,501,2018 Fall
STAT 212,HART J,3.105,36%,43%,501,2019 Fall
STAT 212,HART J,3.509,66%,25%,501,2020 Fall
STAT 212,HART J,3.128,33%,51%,501,2017 Spring
STAT 212,HART J,3.435,56%,34%,501,2018 Spring
STAT 212,HART J,3.096,28%,54%,501,2019 Spring
STAT 212,CHAKRABORTTY A,3.172,47%,35%,501,2020 Spring
STAT 301,SINHA S,2.937,32%,40%,501,2017 Spring
STAT 301,SUBBARAO S,3,34%,41%,501,2018 Spring
STAT 301,RAHMAN S,2.544,20%,33%,501,2019 Spring
STAT 302,LIANG H,3.034,34%,38%,501,2017 Fall
STAT 302,KOLODZIEJ E,2.978,24%,53%,501,2018 Fall
STAT 302,LIANG H,2.932,31%,39%,501,2019 Fall
STAT 302,CUMMINGS S,3.28,53%,27%,501,2020 Fall
STAT 302,LIANG H,3.099,39%,38%,501,2017 Spring
STAT 302,HERNANDEZ,3.067,37%,38%,501,2018 Spring
STAT 302,LIANG H,3.059,41%,30%,501,2019 Spring
STAT 302,WICKERSHAM J,3.043,32%,47%,501,2020 Spring
STAT 303,CHEN W,2.934,35%,40%,501,2017 Fall
STAT 303,MAITY A,3.022,33%,44%,501,2018 Fall
STAT 303,CUMMINGS S,3,35%,36%,501,2019 Fall
STAT 303,PLUMMER S,3.068,35%,36%,501,2020 Fall
STAT 303,MANDAL S,3.011,33%,40%,501,2017 Spring
STAT 303,CHAKRABORTY S,3,31%,40%,501,2018 Spring
STAT 303,KARMAKAR M,3.361,54%,28%,501,2019 Spring
STAT 303,WANG S,2.965,28%,42%,501,2020 Spring
STAT 406,SPIEGELMAN C,3.4,50%,40%,501,2018 Fall
STAT 406,SPIEGELMAN C,3.576,69%,27%,501,2019 Fall
STAT 406,AKLEMAN D,3.63,72%,22%,501,2020 Fall
STAT 414,CLINE D,2.894,37%,21%,501,2020 Fall
STLC 101,SPEED K,3.769,81%,15%,501,2018 Spring
STLC 102,BROOKINS B,2.933,40%,33%,501,2018 Spring
TCMG 272,MCDONALD B,3.687,84%,9%,501,2017 Fall
TCMG 272,MCDONALD B,4,100%,0%,501,2018 Fall
TCMG 272,LI X,3.1,20%,70%,501,2019 Fall
TCMG 272,LI X,3.228,34%,57%,501,2020 Fall
TCMG 272,MCDONALD B,3.708,79%,17%,501,2017 Spring
TCMG 272,MCDONALD B,3.761,81%,14%,501,2018 Spring
TCMG 272,MENDOZA DIAZ N,3.214,29%,64%,501,2019 Spring
TCMG 272,LI X,3.571,62%,33%,501,2020 Spring
TCMG 303,WALKER D,3.375,59%,19%,501,2020 Fall
TCMG 303,WALKER D,3.821,82%,18%,501,2017 Spring
TCMG 303,WALKER D,3.727,77%,18%,501,2018 Spring
TCMG 303,WALKER D,3.812,84%,12%,501,2019 Spring
TCMG 303,SWEENEY D,2.857,21%,50%,501,2020 Spring
TCMG 308,MAI B,2.869,30%,39%,501,2019 Spring
TCMG 308,MAI B,2.925,32%,38%,501,2020 Spring
TCMG 412,JONES R,3.677,84%,6%,501,2017 Spring
TEFB 273,GING A,3.902,90%,10%,501,2017 Fall
TEFB 273,CANTRELL E,4,100%,0%,501,2018 Fall
TEFB 273,HARDY M,3.923,96%,0%,501,2019 Fall
TEFB 273,OGLETREE Q,3.535,79%,4%,501,2020 Fall
TEFB 273,SCHLUENS A,3.966,97%,3%,501,2018 Spring
TEFB 273,WORLEY C,3.322,52%,32%,501,2020 Spring
TEFB 322,TAYLOR B,4,100%,0%,501,2018 Fall
TEFB 322,TAYLOR B,3.833,83%,17%,501,2019 Fall
TEFB 322,TAYLOR B,3.833,83%,17%,501,2020 Fall
TEFB 324,PARKER D,4,100%,0%,501,2017 Fall
TEFB 324,PARKER D,3.916,92%,8%,501,2018 Spring
TEFB 324,PARKER D,4,100%,0%,501,2020 Spring
TEFB 371,GABBARD A,3.971,97%,3%,501,2017 Fall
TEFB 371,SHUMBERA K,3.87,87%,13%,501,2018 Fall
TEFB 371,SHUMBERA K,3.956,96%,4%,501,2019 Fall
TEFB 371,GABBARD A,4,100%,0%,501,2020 Fall
TEFB 371,SHUMBERA K,3.894,92%,5%,501,2018 Spring
TEFB 371,GABBARD A,4,100%,0%,501,2020 Spring
TEFB 410,GRIFFITH K,4,100%,0%,501,2017 Fall
TEFB 410,GRIFFITH K,4,100%,0%,501,2018 Fall
TEFB 410,GRIFFITH K,4,100%,0%,501,2019 Fall
TEFB 410,GRIFFITH K,3.952,95%,5%,501,2020 Fall
TEFB 410,MADDEN L,3.931,93%,7%,501,2018 Spring
TEFB 410,GRIFFITH K,3.975,98%,2%,501,2020 Spring
TEFB 412,CRAFT A,3.363,42%,52%,501,2017 Fall
TEFB 412,BANERJEE M,3.825,82%,18%,501,2018 Fall
TEFB 412,BARRETT J,3.948,95%,5%,501,2019 Fall
TEFB 412,BARRETT J,3.976,98%,2%,501,2020 Fall
TEFB 412,BANERJEE M,3.827,86%,10%,501,2018 Spring
TEFB 412,BARRETT J,3.9,90%,10%,501,2020 Spring
TEFB 413,WERNER D,3.588,59%,41%,501,2017 Fall
TEFB 413,MADDEN L,4,100%,0%,501,2018 Fall
TEFB 413,OLSON J,3.769,77%,23%,501,2019 Fall
TEFB 413,KELLY L,3.976,98%,2%,501,2020 Fall
TEFB 413,WERNER D,3.517,55%,41%,501,2018 Spring
TEFB 413,KELLY L,4,100%,0%,501,2020 Spring
THAR 201,QUACKENBUSH AMMONS,3.919,93%,6%,501,2017 Fall
THAR 201,QUACKENBUSH AMMONS,3.832,84%,15%,501,2018 Fall
THAR 201,QUACKENBUSH AMMONS,3.72,79%,15%,501,2019 Fall
THAR 201,QUACKENBUSH AMMONS,3.876,94%,2%,501,2020 Fall
THAR 201,NASIR E,3.958,96%,4%,501,2017 Spring
THAR 201,QUACKENBUSH AMMONS,3.806,87%,10%,501,2018 Spring
THAR 201,QUACKENBUSH AMMONS,3.836,87%,10%,501,2019 Spring
THAR 280,COLE C,3.559,67%,26%,501,2017 Spring
THAR 281,DEXTER R,3.46,57%,33%,501,2017 Fall
THAR 281,DEXTER R,3.322,50%,39%,501,2018 Fall
THAR 281,DEXTER R,3.395,60%,27%,501,2019 Fall
THAR 281,ADINKU G,3.37,62%,21%,501,2020 Fall
THAR 281,NASIR E,3.876,92%,5%,501,2017 Spring
THAR 281,DEXTER R,3.122,37%,45%,501,2018 Spring
THAR 281,DEXTER R,3.5,56%,39%,501,2019 Spring
THAR 281,QUACKENBUSH AMMONS,3.932,96%,2%,501,2020 Spring
THAR 301,DEL CIAMPO M,3.628,69%,26%,501,2017 Spring
THAR 328,REGAN M,3.361,61%,22%,501,2018 Fall
URPN 201,PAP M,3.965,97%,3%,501,2017 Fall
URPN 201,TEDFORD E,3.633,70%,23%,501,2018 Fall
URPN 201,TEDFORD E,3.766,87%,10%,501,2019 Fall
URPN 201,XIAO Y,3.608,65%,30%,501,2017 Spring
URPN 201,TEDFORD E,3.56,74%,14%,501,2018 Spring
URPN 201,TEDFORD E,3.56,67%,29%,501,2019 Spring
URPN 201,TEDFORD E,3.379,68%,15%,501,2020 Spring
URPN 202,KIM B,3.823,85%,12%,501,2017 Fall
URPN 202,SEONG K,3.433,60%,30%,501,2018 Fall
URPN 202,DAVIS D,3.529,56%,41%,501,2019 Fall
URPN 202,DAVIS D,3.088,44%,38%,501,2020 Fall
URPN 202,KIM H,3.546,58%,39%,501,2017 Spring
URPN 202,KIM B,3.424,55%,36%,501,2018 Spring
URPN 202,BLANKS J,3.511,68%,23%,501,2019 Spring
URPN 202,BLANKS J,3.384,66%,18%,501,2020 Spring
URPN 210,JACOBS F,3.178,46%,36%,501,2017 Spring
URPN 210,JACOBS F,3.37,56%,26%,501,2018 Spring
URPN 210,PEACOCK W,3,44%,33%,501,2019 Spring
URPN 210,ABUABARA A,3.736,74%,26%,501,2020 Spring
URPN 220,WANG R,3.805,89%,8%,501,2017 Fall
URPN 220,CHENG W,3.5,79%,4%,501,2018 Fall
URPN 220,CHENG W,3.37,81%,4%,501,2019 Fall
URPN 220,KIM Y,3.615,73%,19%,501,2020 Fall
URPN 220,KIM Y,3.8,80%,20%,501,2017 Spring
URPN 220,WANG H,3.916,92%,8%,501,2018 Spring
URPN 220,LEE R,3.333,56%,33%,501,2019 Spring
URPN 220,RISING H,3.5,70%,20%,501,2020 Spring
URPN 325,KIM B,3.136,41%,36%,501,2017 Fall
URPN 325,KIM Y,3.75,83%,8%,501,2018 Fall
URPN 325,KIM Y,3.222,44%,33%,501,2019 Fall
URPN 325,KIM Y,3.5,75%,12%,501,2020 Fall
URPN 325,KIM H,3.8,92%,4%,501,2017 Spring
URPN 325,KIM B,3,39%,33%,501,2018 Spring
URPN 325,KIM Y,3.705,82%,12%,501,2019 Spring
URPN 325,KIM Y,3.105,47%,32%,501,2020 Spring
URPN 361,SHARIF G,3.294,47%,47%,501,2017 Spring
URPN 460,ROGERS G,3.814,93%,4%,501,2017 Fall
URPN 460,ROGERS G,3.37,44%,48%,501,2018 Fall
URPN 460,ROGERS G,3.25,46%,46%,501,2019 Fall
URPN 460,ROGERS G,3.066,37%,43%,501,2020 Fall
URPN 460,ROGERS G,3.739,87%,9%,501,2017 Spring
URPN 460,ROGERS G,3.3,35%,60%,501,2018 Spring
URPN 460,ROGERS G,3.833,83%,17%,501,2019 Spring
URPN 460,ROGERS G,3.44,52%,40%,501,2020 Spring
URPN 483,LEE J,3.888,89%,11%,501,2018 Spring
URPN 489,GODDARD T,3.714,71%,29%,501,2018 Spring
URPN 489,GODDARD T,3.6,60%,40%,501,2019 Spring
VIBS 111,YOUNG C,3.918,94%,4%,501,2019 Fall
VIBS 111,YOUNG C,3.929,96%,2%,501,2020 Fall
VIBS 111,YOUNG C,3.812,90%,6%,501,2020 Spring
VIBS 204,RUSSELL L,3.322,45%,46%,501,2017 Spring
VIBS 211,YOUNG C,3.82,90%,7%,501,2020 Fall
VIBS 243,JOHNSON L,3.54,58%,38%,501,2017 Fall
VIBS 243,JOHNSON L,3.388,52%,35%,501,2018 Fall
VIBS 243,JOHNSON L,3.25,52%,27%,501,2019 Fall
VIBS 243,JOHNSON L,3.346,63%,16%,501,2020 Fall
VIBS 243,JOHNSON L,3.615,69%,23%,501,2017 Spring
VIBS 243,JOHNSON L,3.725,78%,16%,501,2018 Spring
VIBS 243,JOHNSON L,3.533,62%,30%,501,2019 Spring
VIBS 243,JOHNSON L,3.74,82%,12%,501,2020 Spring
VIBS 285,RUSYN I,4,100%,0%,501,2017 Spring
VIBS 305,PINE M,3.268,47%,37%,501,2017 Fall
VIBS 305,RUOFF L,2.442,18%,39%,501,2018 Fall
VIBS 305,PINE M,2.689,26%,30%,501,2019 Fall
VIBS 305,PINE M,3.479,63%,27%,501,2020 Fall
VIBS 305,PINE M,3.318,43%,45%,501,2017 Spring
VIBS 305,PINE M,2.646,22%,37%,501,2018 Spring
VIBS 305,PINE M,2.747,31%,32%,501,2019 Spring
VIBS 305,PINE M,3.102,41%,34%,501,2020 Spring
VIBS 404,PHILLIPS T,4,100%,0%,501,2017 Spring
VIBS 411,PORTER W,3.5,62%,25%,501,2017 Spring
VIBS 411,PORTER W,3.153,46%,38%,501,2018 Spring
VIBS 420,SNELL J,4,100%,0%,501,2017 Spring
VIBS 420,SNELL J,4,100%,0%,501,2018 Spring
VIBS 420,SNELL J,3.916,92%,8%,501,2019 Spring
VIST 105,KOUSTOV D,3.736,79%,16%,501,2017 Fall
VIST 105,FINCH K,3.5,50%,50%,501,2018 Fall
VIST 105,HOUSE F,3.222,22%,78%,501,2019 Fall
VIST 105,FINCH K,3.5,61%,28%,501,2020 Fall
VIST 106,DAVISON R,3.157,26%,63%,501,2017 Spring
VIST 106,DAVISON R,3.222,39%,50%,501,2018 Spring
VIST 106,KOUSTOV D,3.277,39%,50%,501,2019 Spring
VIST 106,KOUSTOV D,3.555,56%,44%,501,2020 Spring
VIST 170,GALANTER P,3.862,86%,14%,501,2017 Spring
VIST 170,LARSEN T,2.607,14%,46%,501,2018 Spring
VIST 170,JENKS M,3.125,31%,50%,501,2019 Spring
VIST 170,MCNAMARA A,3.529,71%,12%,501,2020 Spring
VIST 205,RAMADAN H,3.72,80%,16%,501,2018 Fall
VIST 205,RAMADAN H,3.684,68%,32%,501,2019 Fall
VIST 205,RAMADAN H,4,100%,0%,501,2020 Fall
VIST 206,LINDIG N,3.166,21%,75%,501,2018 Fall
VIST 206,MCNAMARA A,3.727,73%,27%,501,2019 Fall
VIST 206,BUJNOCH E,3.5,50%,50%,501,2020 Fall
VIST 206,RAMADAN H,3.842,84%,16%,501,2019 Spring
VIST 206,CHEEK C,3.444,56%,33%,501,2020 Spring
VIST 270,RINGHAM M,2.972,24%,51%,501,2017 Fall
VIST 270,RINGHAM M,3.25,45%,35%,501,2018 Fall
VIST 270,RINGHAM M,3.285,38%,52%,501,2019 Fall
VIST 270,RINGHAM M,2.923,27%,46%,501,2020 Fall
VIST 271,WU C,2.434,13%,30%,501,2017 Fall
VIST 271,QUEK F,3.705,71%,29%,501,2018 Fall
VIST 271,QUEK F,2.947,11%,79%,501,2019 Fall
VIST 271,QUEK F,3.761,76%,24%,501,2020 Fall
VIST 271,RINGHAM M,2.935,35%,29%,501,2017 Spring
VIST 271,RINGHAM M,2.9,30%,40%,501,2018 Spring
VIST 271,RINGHAM M,3.142,38%,38%,501,2019 Spring
VIST 271,RINGHAM M,3.38,48%,43%,501,2020 Spring
VIST 282,CHU E,3.558,71%,21%,501,2020 Fall
VIST 283,RAMADAN H,3.09,45%,36%,501,2020 Fall
VIST 284,KICKLIGHTER C,3.678,68%,32%,501,2017 Fall
VIST 284,CHEEK C,3.166,54%,25%,501,2018 Fall
VIST 284,ROBERT K,3.705,71%,29%,501,2019 Fall
VIST 284,AL-ZUBEIDI E,3.384,62%,31%,501,2020 Fall
VIST 284,OKUNDAYE O,3.545,68%,27%,501,2017 Spring
VIST 284,PHELPS G,3.931,97%,0%,501,2018 Spring
VIST 284,ANDREASSON M,3.533,73%,20%,501,2019 Spring
VIST 284,EDWARDS E,3.4,65%,20%,501,2020 Spring
VIST 305,KLEIN B,3.838,87%,10%,501,2017 Fall
VIST 305,KLEIN B,3.611,61%,39%,501,2018 Fall
VIST 305,KLEIN B,3.866,87%,13%,501,2019 Fall
VIST 305,KICKLIGHTER C,3.666,71%,24%,501,2020 Fall
VIST 305,KLEIN B,3.333,50%,33%,501,2017 Spring
VIST 305,KLEIN B,3.705,76%,18%,501,2018 Spring
VIST 305,ANDREASSON M,3.812,81%,19%,501,2019 Spring
VIST 305,WALSH M,3.8,80%,20%,501,2020 Spring
VIST 310,VIGUS G,3.764,76%,24%,501,2017 Fall
VIST 310,VIGUS G,3.45,65%,20%,501,2018 Fall
VIST 310,VIGUS G,3.76,80%,16%,501,2019 Fall
VIST 310,VIGUS G,3.45,80%,5%,501,2020 Fall
VIST 357,SEO J,2.909,36%,36%,501,2019 Spring
VIST 357,SEO J,3.833,83%,17%,501,2020 Spring
VIST 405,KLEIN B,3.842,84%,16%,501,2017 Fall
VIST 405,KLEIN B,3.285,38%,52%,501,2018 Fall
VIST 405,KLEIN B,4,100%,0%,501,2019 Fall
VIST 405,KICKLIGHTER C,3.882,88%,12%,501,2020 Fall
VIST 405,KLEIN B,3.636,64%,36%,501,2017 Spring
VIST 405,KLEIN B,3.875,88%,12%,501,2018 Spring
VIST 405,ANDREASSON M,3.785,79%,21%,501,2019 Spring
VIST 441,SCHULD D,3.571,64%,31%,501,2020 Fall
VIST 485,KLEIN B,4,100%,0%,501,2019 Spring
VIST 485,KLEIN B,3.529,43%,57%,501,2020 Spring
VIST 486,THOMAS A,4,100%,0%,501,2017 Fall
VIST 486,LEIDERMAN D,3.92,92%,8%,501,2018 Fall
VIST 486,LEIDERMAN D,3.82,82%,18%,501,2019 Fall
VIST 486,LEIDERMAN D,3.958,96%,4%,501,2020 Fall
VIST 487,THOMAS A,4,100%,0%,501,2019 Spring
VIST 487,THOMAS A,3.777,83%,11%,501,2020 Spring
VLCS 422,COHEN N,3.927,93%,7%,501,2017 Spring
VLCS 422,COHEN N,3.817,84%,14%,501,2018 Spring
VLCS 422,COHEN N,3.937,95%,5%,501,2019 Spring
VLCS 422,COHEN N,3.819,82%,18%,501,2020 Spring
VSCS 485,ZORAN D,4,100%,0%,501,2017 Fall
VTPB 334,REDDY S,2.456,22%,22%,501,2017 Spring
VTPB 334,REDDY S,2.74,22%,42%,501,2018 Spring
VTPB 334,REDDY S,2.708,25%,38%,501,2019 Spring
VTPB 334,REDDY S,2.875,27%,40%,501,2020 Spring
VTPB 405,ESTEVE-GASENT M,3.369,44%,49%,501,2017 Fall
VTPB 405,ESTEVE-GASENT M,3.117,24%,66%,501,2018 Fall
VTPB 405,ESTEVE-GASENT M,3.071,23%,61%,501,2019 Fall
VTPB 405,DABRAL N,3.759,77%,22%,501,2020 Fall
VTPB 485,THREADGILL D,4,100%,0%,501,2017 Fall
VTPB 485,THREADGILL D,4,100%,0%,501,2018 Fall
VTPB 485,THREADGILL D,4,100%,0%,501,2017 Spring
VTPB 485,THREADGILL D,4,100%,0%,501,2018 Spring
VTPB 485,THREADGILL D,4,100%,0%,501,2019 Spring
VTPP 123,QUICK C,3.897,90%,10%,501,2017 Spring
VTPP 123,QUICK C,3.925,93%,7%,501,2018 Spring
VTPP 123,LYONS L,3.794,85%,10%,501,2019 Spring
VTPP 123,LYONS L,4,100%,0%,501,2020 Spring
VTPP 223,DONGAONKAR R,3.92,92%,8%,501,2017 Fall
VTPP 223,QUICK C,3.875,94%,0%,501,2018 Fall
VTPP 223,QUICK C,4,100%,0%,501,2019 Fall
VTPP 224,DONGAONKAR R,4,100%,0%,501,2018 Spring
VTPP 224,QUICK C,4,100%,0%,501,2019 Spring
VTPP 224,QUICK C,4,100%,0%,501,2020 Spring
VTPP 234,QUICK C,3.666,88%,4%,501,2017 Fall
VTPP 234,QUICK C,4,100%,0%,501,2018 Fall
VTPP 234,QUICK C,4,100%,0%,501,2019 Fall
VTPP 235,QUICK C,4,100%,0%,501,2018 Spring
VTPP 235,QUICK C,3.818,94%,0%,501,2019 Spring
VTPP 235,QUICK C,4,100%,0%,501,2020 Spring
VTPP 289,CISNEROS M,4,100%,0%,501,2020 Fall
VTPP 423,HERMAN J,2.419,19%,31%,501,2017 Fall
VTPP 423,HERMAN J,2.022,9%,32%,501,2018 Fall
VTPP 423,HERMAN J,2.338,17%,35%,501,2019 Fall
VTPP 423,DAVIS A,2.309,19%,33%,501,2020 Fall
VTPP 423,HERMAN J,2.296,20%,23%,501,2017 Spring
VTPP 423,HERMAN J,2.442,17%,31%,501,2018 Spring
VTPP 423,HERMAN J,2.688,26%,34%,501,2019 Spring
VTPP 423,DAVIS A,2.826,30%,32%,501,2020 Spring
VTPP 434,RAMADOSS J,3.23,42%,38%,501,2017 Fall
VTPP 434,RAMADOSS J,3.367,48%,41%,501,2018 Fall
VTPP 434,RAMADOSS J,3.282,38%,53%,501,2019 Fall
VTPP 434,RAMADOSS J,3.555,62%,31%,501,2020 Fall
VTPP 435,RAMADOSS J,3.093,30%,52%,501,2017 Spring
VTPP 435,RAMADOSS J,3.014,26%,53%,501,2018 Spring
VTPP 435,RAMADOSS J,3.133,32%,49%,501,2019 Spring
VTPP 435,RAMADOSS J,3.576,60%,37%,501,2020 Spring
VTPP 444,LYONS L,4,100%,0%,501,2018 Fall
VTPP 444,LYONS L,4,100%,0%,501,2019 Fall
VTPP 444,LYONS L,3.894,97%,0%,501,2020 Fall
VTPP 452,GOLDING M,2.791,25%,42%,501,2017 Spring
VTPP 452,GOLDING M,2.833,50%,0%,501,2018 Spring
VTPP 452,GOLDING M,3.2,40%,40%,501,2019 Spring
VTPP 452,GOLDING M,2.692,23%,31%,501,2020 Spring
VTPP 485,QUICK C,4,100%,0%,501,2018 Spring
WFSC 101,HUNTLEY J,3.592,74%,19%,501,2017 Fall
WFSC 101,BARBOZA P,3.178,32%,61%,501,2018 Fall
WFSC 101,BARBOZA P,3.125,30%,55%,501,2019 Fall
WFSC 302,FITZGERALD L,2.153,0%,31%,501,2017 Spring
WFSC 302,FITZGERALD L,2.3,20%,20%,501,2018 Spring
WFSC 302,FITZGERALD L,2.846,31%,23%,501,2019 Spring
WFSC 302,FITZGERALD L,1.8,0%,20%,501,2020 Spring
WFSC 304,MUHL R,3.282,37%,54%,501,2020 Spring
WFSC 311,CONWAY K,2.923,23%,54%,501,2017 Fall
WFSC 311,CONWAY K,3.066,33%,40%,501,2018 Fall
WFSC 311,CONWAY K,2.909,27%,36%,501,2019 Fall
WFSC 311,CONWAY K,3.571,57%,43%,501,2020 Fall
WFSC 315,FITZGERALD L,2.437,0%,44%,501,2017 Spring
WFSC 315,FITZGERALD L,3,25%,50%,501,2018 Spring
WFSC 335,DRONEN N,3,33%,33%,501,2017 Fall
WFSC 335,DRONEN N,2.75,17%,42%,501,2018 Fall
WFSC 335,DRONEN N,2.818,9%,64%,501,2019 Fall
WFSC 335,DRONEN N,2.909,27%,36%,501,2017 Spring
WFSC 335,DRONEN N,2.3,10%,50%,501,2018 Spring
WFSC 335,DRONEN N,1.888,11%,22%,501,2019 Spring
WFSC 335,DRONEN N,3.083,33%,42%,501,2020 Spring
WFSC 401,LACHER T,2.785,29%,36%,501,2017 Spring
WFSC 401,LACHER T,2.538,8%,46%,501,2018 Spring
WFSC 401,LACHER T,2.7,20%,40%,501,2019 Spring
WFSC 401,LACHER T,3.23,38%,46%,501,2020 Spring
WFSC 402,MORRISON M,3.916,92%,8%,501,2017 Fall
WFSC 402,MORRISON M,3.636,73%,18%,501,2018 Fall
WFSC 402,MORRISON M,3.916,92%,8%,501,2019 Fall
