course,prof,gpa,% of A,% of B,section_,semester
CHIN 489,SHI W,4.000,100%,0%,350,2017 Summer
CHIN 489,SHI W,4.000,100%,0%,351,2017 Summer
JAPN 201,WAUGH Y,4.000,100%,0%,150,2017 Summer
JAPN 202,ADAMS G,4.000,100%,0%,250,2017 Summer
JAPN 301,WAUGH Y,4.000,100%,0%,150,2017 Summer
JAPN 302,ADAMS G,3.875,88%,12%,250,2017 Summer
JAPN 325,ADAMS G,3.950,95%,5%,250,2017 Summer
RUSS 221,COOKE L,3.461,46%,54%,150,2017 Summer
RUSS 222,COOKE L,3.583,58%,42%,150,2017 Summer
MUSC 225,WILBORN D,3.818,82%,18%,150,2017 Summer
MUSC 285,WILBORN D,3.818,82%,18%,150,2017 Summer
MUSC 301,DEL CIAMPO M,3.400,40%,60%,200,2017 Summer
MUSC 324,DEL CIAMPO M,3.318,50%,32%,100,2017 Summer
PERF 301,DEL CIAMPO M,4.000,100%,0%,200,2017 Summer
THAR 201,QUACKENBUSH AMMONS,3.867,89%,10%,200,2017 Summer
THAR 281,QUACKENBUSH AMMONS,3.863,88%,11%,100,2017 Summer
THAR 301,DEL CIAMPO M,3.000,17%,67%,200,2017 Summer
PHIL 111,WARD J,3.904,95%,0%,200,2017 Summer
PHIL 111,REED R,3.523,52%,48%,201,2017 Summer
PHIL 240,AN D,3.227,36%,55%,101,2017 Summer
PHIL 240,SOTO A,3.677,84%,6%,102,2017 Summer
PHIL 240,AN D,3.441,53%,38%,201,2017 Summer
PHIL 251,MANLEY R,3.777,78%,22%,100,2017 Summer
PHIL 251,RUWE D,4.000,100%,0%,200,2017 Summer
POLS 206,CONWAY N,3.090,42%,35%,100,2017 Summer
POLS 206,BOGIARIS-THIBAULT G,3.045,33%,45%,200,2017 Summer
POLS 207,SMITH J,3.462,57%,36%,100,2017 Summer
POLS 207,SMITH J,3.193,45%,36%,200,2017 Summer
POLS 209,RAINEY R,2.869,30%,43%,900,2017 Summer
POLS 306,ROBERTSON J,4.000,100%,0%,150,2017 Summer
POLS 306,ROBERTSON J,4.000,100%,0%,151,2017 Summer
POLS 306,URA J,4.000,100%,0%,152,2017 Summer
POLS 306,ROBERTSON J,4.000,100%,0%,250,2017 Summer
POLS 306,ROBERTSON J,4.000,100%,0%,251,2017 Summer
POLS 320,RICE M,3.060,21%,64%,200,2017 Summer
POLS 412,KAYA R,3.088,44%,26%,100,2017 Summer
POLS 685,CLARK W,4.000,100%,0%,100,2017 Summer
POLS 689,KELLSTEDT P,3.307,54%,38%,100,2017 Summer
PSYC 107,RULSEH A,3.272,55%,24%,100,2017 Summer
PSYC 107,CARTER-SOWELL A,3.242,39%,47%,200,2017 Summer
PSYC 203,SCHUMACHER J,3.555,56%,44%,902,2017 Summer
PSYC 204,SAMUELSON C,2.785,14%,50%,901,2017 Summer
PSYC 204,SAMUELSON C,2.818,0%,82%,902,2017 Summer
PSYC 204,SAMUELSON C,2.555,0%,56%,903,2017 Summer
PSYC 300,RIECK S,3.586,69%,28%,100,2017 Summer
PSYC 304,FIELDS S,4.000,100%,0%,250,2017 Summer
PSYC 305,HEFFER R,3.405,57%,30%,200,2017 Summer
PSYC 306,FIELDS S,3.591,71%,21%,101,2017 Summer
PSYC 307,AGUIRRE V,3.635,69%,28%,100,2017 Summer
PSYC 315,KIM J,3.037,26%,56%,200,2017 Summer
PSYC 319,FIELDS S,4.000,100%,0%,250,2017 Summer
PSYC 330,MOWLE E,3.648,73%,22%,201,2017 Summer
PSYC 340,DEFORREST R,3.153,42%,31%,200,2017 Summer
PSYC 345,BYRNE K,3.387,58%,29%,100,2017 Summer
PSYC 613,SNYDER D,4.000,100%,0%,301,2017 Summer
PSYC 613,HEFFER R,4.000,100%,0%,302,2017 Summer
PSYC 614,HEFFER R,4.000,100%,0%,301,2017 Summer
SOCI 207,CARPENTER S,3.772,82%,14%,100,2017 Summer
SOCI 217,WILLIAMS A,3.625,71%,21%,100,2017 Summer
SOCI 220,LINNEMAN J,2.843,19%,53%,100,2017 Summer
SOCI 230,DIETRICH K,2.954,32%,36%,900,2017 Summer
SOCI 304,SERNA X,3.685,74%,22%,199,2017 Summer
SOCI 314,YOUNG T,3.030,30%,55%,200,2017 Summer
SOCI 317,WANG X,3.545,64%,27%,200,2017 Summer
SOCI 420,MENCHACA A,3.600,63%,33%,900,2017 Summer
SOCI 430,ALDANA MARQUEZ B,3.259,44%,41%,200,2017 Summer
SOCI 484,DIETRICH K,3.869,96%,0%,335,2017 Summer
SOCI 484,DIETRICH K,4.000,100%,0%,361,2017 Summer
SOCI 491,FOSSETT M,4.000,100%,0%,110,2017 Summer
